Pair_ID,Drug,Active,DrugBank_ID,PubChem_CID,OrigYear,NewIndication,MONDO_ID,MeSH_ID,DOID_ID,Agencies,TA,TA_simplified,StrictRepurposing,Drug_Pre2023,YearSet,ID_Flag,n_present,primekg_drug,drkg_drug,biokg_drug,dkey,leaked,unresolvable,in234,in116,covered,drug_anyKG
216,Aquipta,atogepant,DB16098,72163100,2021,Acute treatment of migraine (was prophylaxis only),MONDO:0043219,D008881,DOID:6364,EMA+PMDA,CNS,CNS,True,True,2024-2026,complete,0,False,False,False,DB16098|d|6364,False,False,True,False,False,False
217,Iclusig,ponatinib,DB08901,24826799,2013,Newly diagnosed Ph+ ALL +chemotherapy,MONDO:0004967,D054198,DOID:9952,EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB08901|d|9952,True,False,True,False,True,True
218,Imfinzi,durvalumab,DB11714,,2018,Resectable gastric/GEJ adenocarcinoma (neoadj+adj +FLOT),MONDO:0005036,D013274,DOID:3717,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB11714|d|3717,False,False,True,True,True,True
219,Kerendia,finerenone,DB16165,60150535,2021,Symptomatic chronic HFpEF (LVEF≥40%),MONDO:0006727,D054144,DOID:9775,EMA,Cardiovascular,Cardiovascular,True,True,2024-2026,complete,0,False,False,False,DB16165|d|9775,False,False,True,False,False,False
220,Noxafil,posaconazole,DB01263,468595,2005,Invasive fungal infections pediatric ≥2yr,MONDO:0044067,D058365,DOID:0050073,EMA,Infectious,Infectious,True,True,2024-2026,complete,3,True,True,True,DB01263|d|50073,True,False,True,True,True,True
221,Efmody,hydrocortisone (modified-release),DB00741,5754,2021,Adrenal insufficiency adolescents ≥12yr,MONDO:0000004,D000309,DOID:10493,EMA,Endocrine,Endocrine,False,True,2024-2026,complete,3,True,True,True,DB00741|d|10493,True,False,True,False,True,True
222,Dupixent,dupilumab,DB12159,,2017,Chronic spontaneous urticaria pediatric 2-11yr,MONDO:0850230,D000080223,DOID:0080747,EMA,Immunology/Dermatology,Immunology,True,True,2024-2026,missing_PubChem,0,True,True,True,DB12159|d|80747,False,False,True,False,False,True
223,Jorveza,budesonide (orodispersible),DB01222,5281004,2019,Eosinophilic esophagitis pediatric 2-17yr,MONDO:0005361,D057765,DOID:13922,EMA,GI/Immunology,GI,True,True,2024-2026,complete,3,True,True,True,DB01222|d|13922,True,False,True,False,True,True
224,Keytruda,pembrolizumab,DB09037,,2015,"New indication (EMA Feb 2026, TBD)",,,,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem|missing_MONDO|missing_MeSH|missing_DOID|unresolvable_indication,0,True,True,True,DB09037|d|None,False,True,False,False,False,True
225,Olumiant,baricitinib,DB11817,44205240,2017,Juvenile idiopathic arthritis (EMA Feb 2026),MONDO:0011429,D001171,DOID:676,EMA,Immunology,Immunology,True,True,2024-2026,complete,3,True,True,True,DB11817|d|676,False,False,True,True,True,True
226,Scemblix,asciminib,DB12597,72165228,2021,Ph+ CML-CP frontline (EMA Feb 2026),MONDO:0011996,D015464,DOID:0081088,EMA,Oncology,Oncology,True,True,2024-2026,complete,1,False,True,False,DB12597|d|81088,False,False,True,True,True,True
227,Retsevmo,selpercatinib,DB15685,134436906,2021,"RET-fusion NSCLC expanded (EMA Mar 2026, TBD)",MONDO:0005233,D002289,DOID:3908,EMA,Oncology,Oncology,True,True,2024-2026,complete,2,True,False,True,DB15685|d|3908,False,True,False,True,True,True
228,Besponsa,inotuzumab ozogamicin,DB05889,,2017,"Ph+ ALL frontline (EMA Mar 2026, TBD)",MONDO:0004967,D054198,DOID:9952,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB05889|d|9952,False,True,False,False,True,True
229,Mekinist,trametinib,DB08911,11707110,2014,"BRAF V600E solid tumors (EMA Mar 2026, TBD)",MONDO:0004198,D066066,DOID:7360,EMA,Oncology,Oncology,True,True,2024-2026,complete,2,True,True,True,DB08911|d|7360,False,True,False,False,True,True
230,Tafinlar,dabrafenib,DB08912,44462760,2013,"BRAF V600E solid tumors (EMA Mar 2026, TBD)",MONDO:0004198,D066066,DOID:7360,EMA,Oncology,Oncology,True,True,2024-2026,complete,2,True,True,True,DB08912|d|7360,False,True,False,False,True,True
231,Feraccru,ferric maltol,DB15598,169535,2016,"Iron deficiency anemia (EMA Mar 2026, TBD)",MONDO:0001356,D018798,DOID:11758,EMA,Hematology,Hematology,True,True,2024-2026,complete,3,True,True,True,DB15598|d|11758,True,True,False,False,True,True
232,Hetronifly,faricimab,DB15303,,2022,Diabetic retinopathy/DME (EMA Mar+May 2026),MONDO:0005266,D003930,DOID:8947,EMA,Ophthalmology,Ophthalmology,True,True,2024-2026,missing_PubChem,1,True,False,False,DB15303|d|8947,False,False,True,True,True,True
233,Namuscla,mexiletine,DB00379,4178,2022,"Myotonic dystrophy (EMA Mar 2026, TBD)",MONDO:0023595,D009223,DOID:11722,EMA,CNS/Cardiovascular,Cardiovascular,True,True,2024-2026,complete,3,True,True,True,DB00379|d|11722,True,True,False,False,True,True
234,Venclyxto,venetoclax,DB11581,49846579,2016,AML +Inaqovi (EMA Apr 2026),MONDO:0018874,D015470,DOID:9119,EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB11581|d|9119,True,False,True,False,True,True
235,Inaqovi,cedazuridine+decitabine,"DB15694,DB01262","25267009,451668",2020,"AML +venetoclax (newly diagnosed, ineligible for standard chemo)",MONDO:0018874,D015470,DOID:9119,EMA,Oncology,Oncology,True,True,2024-2026,complete,0,False,False,False,"DB15694,DB01262|d|9119",False,False,True,False,False,False
236,Crysvita,burosumab,DB14012,,2018,XLH infants <1yr,MONDO:0010619,D007015,DOID:0050445,EMA,Metabolic (rare),Metabolic,False,True,2024-2026,missing_PubChem,3,True,True,True,DB14012|d|50445,True,False,True,False,True,True
237,Comirnaty,tozinameran,DB15696,,2020,COVID-19 updated strain (EMA Apr 2026),MONDO:0100320,D000086382,DOID:0080599,EMA,Infectious,Infectious,False,True,2024-2026,missing_PubChem,0,False,False,False,DB15696|d|80599,False,False,True,False,False,False
238,Privigen,immune globulin IV,DB00028,,2008,Measles prophylaxis post-exposure,MONDO:0004619,D008457,DOID:8622,EMA,Infectious/Immunology,Infectious,True,True,2024-2026,missing_PubChem,3,True,True,True,DB00028|d|8622,False,False,True,True,True,True
239,Keytruda,pembrolizumab,DB09037,,2015,"Gastric/GEJ cancer (EMA May 2026, TBD)",MONDO:0001056,D013274,DOID:10534,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB09037|d|10534,True,True,False,False,True,True
240,Padcev,enfortumab vedotin,DB13007,,2020,"Muscle-invasive bladder cancer (EMA May 2026, TBD)",MONDO:0004986,D001749,DOID:4007,EMA,Oncology,Oncology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB13007|d|4007,False,True,False,False,True,True
241,Fasenra,benralizumab,DB12023,,2017,"Eosinophilic esophagitis (EMA May 2026, TBD)",MONDO:0005361,D057765,DOID:13922,EMA,Immunology/Respiratory,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB12023|d|13922,False,True,False,False,True,True
242,Iclusig,ponatinib,DB08901,24826799,2013,"Ph+ ALL frontline (EMA May 2026, 2nd)",MONDO:0004967,D054198,DOID:9952,EMA,Oncology,Oncology,True,True,2024-2026,complete,3,True,True,True,DB08901|d|9952,True,False,True,False,True,True
243,Maviret,glecaprevir/pibrentasvir,"DB13879,DB13878","66828839,58031952",2017,"HCV pediatric extension (EMA May 2026, TBD)",MONDO:0007256,D006528,DOID:684,EMA,Infectious,Infectious,True,True,2024-2026,complete,0,False,False,False,"DB13879,DB13878|d|684",False,True,False,False,False,False
244,Tremfya,guselkumab,DB11834,,2019,"Crohn's disease (moderate-severe, refractory)",MONDO:0005011,D003424,DOID:8778,PMDA,Immunology/GI,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB11834|d|8778,False,False,True,True,True,True
245,Alecensa,alectinib,DB11363,49806720,2015,"ALK+ solid tumors (tissue-agnostic, world-first)",MONDO:0004198,D066066,DOID:7360,PMDA,Oncology,Oncology,True,True,2024-2026,complete,2,True,True,True,DB11363|d|7360,False,False,True,True,True,True
246,Lunsumio,mosunetuzumab,,,2022,R/R LBCL + FL (new dosage),MONDO:0968974,D016403,DOID:0081452,PMDA,Oncology,Oncology,True,True,2024-2026,missing_DrugBank|missing_PubChem,0,False,False,False,nan|d|81452,False,True,False,False,False,False
247,Effexor SR,venlafaxine,DB00285,5656,1994,Generalized anxiety disorder (first GAD drug in Japan),MONDO:0001942,D000098647,DOID:14320,PMDA,CNS/Psychiatry,CNS,True,True,2024-2026,complete,1,True,True,True,DB00285|d|14320,True,False,True,False,True,True
248,Eylea 8mg,aflibercept 8mg,DB08885,,2012,Retinal vein occlusion (new high-dose formulation),MONDO:0006951,D012170,DOID:1727,PMDA,Ophthalmology,Ophthalmology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB08885|d|1727,True,False,True,False,True,True
249,Tezspire,tezepelumab,DB15090,,2021,CRSwNP (eosinophilic chronic rhinosinusitis with nasal polyps),MONDO:0006031,D012852,DOID:0110597,PMDA,Immunology/Respiratory,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB15090|d|110597,False,False,True,True,True,True
250,Pemafibrate ER,pemafibrate,DB15212,11526038,2017,LDL-C elevation in statin-intolerant dyslipidemia,MONDO:0015905,D050171,DOID:3146,PMDA,Cardiovascular/Metabolic,Cardiovascular,True,True,2024-2026,complete,1,False,True,False,DB15212|d|3146,False,False,True,True,True,True
251,Ilaris,canakinumab,DB06168,,2009,Schnitzler syndrome (Japan),MONDO:0018304,D019873,DOID:4371,PMDA,Immunology/Rare,Immunology,True,True,2024-2026,missing_PubChem,3,True,True,True,DB06168|d|4371,False,False,True,True,True,True
252,Fibrinogen HT,fibrinogen,DB09222,,1996,Acquired hypofibrinogenemia in cardiovascular surgery,MONDO:0015096,,DOID:2219,PMDA,Hematology,Hematology,True,True,2024-2026,missing_PubChem|missing_MeSH,1,True,True,True,DB09222|d|2219,False,False,True,True,True,True
253,Rysefio,ruseogliflozin,,,2014,T2D pediatric dosage addition,MONDO:0005148,D003924,DOID:9352,PMDA,Metabolic,Metabolic,False,True,2024-2026,missing_DrugBank|missing_PubChem,0,False,False,False,nan|d|9352,False,True,False,False,False,False
